Carimbo de data/hora,DATA,HORÁRIO,TIPO DE EVENTO,Tipo de Culto,QUEM MINISTROU:,TÍTULO DA MENSAGEM,O CULTO FOI DE UMA SÉRIE?,"SE FOR SÉRIE, QUAL NOME?",QUANTIDADE DE HOMENS,QUANTIDADE DE MULHERES,QUANTIDADE DE CRIANÇAS,QUANTIDADE DE BEBÊS,QUANTIDADE DE VOLUNTÁRIOS,COMENTÁRIOS ADICIONAIS
07/09/2025 13:27:20,07/09/2025,08:30:00,Culto,Culto de Celebração,Pastor Messias ,O EVANGELHO ,SIM,O Evangelho ,33,62,11,0,31,
07/09/2025 20:17:47,07/09/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,O Evangelho ,SIM,O Evangelho ,33,52,7,5,37,
07/09/2025 20:51:02,07/09/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,O Evangelho ,SIM,O Evangelho ,62,74,41,5,39,
10/09/2025 20:42:44,10/09/2025,19:00:00,Culto,Culto de Quarta,Pastor Edson Ortega ,A Alma Abatida ,SIM,As Palavras de Jesus Curam!,41,49,17,2,20,Apelo-  2
12/09/2025 23:17:24,12/09/2025,19:30:00,Culto,Hombridade,Pastor Messias ,Sacerdócio Real ,NÃO,,65,0,0,0,20,Apelo-  5
14/09/2025 10:14:58,14/09/2025,08:30:00,Culto,Culto de Celebração,Pastora Cida ,O Poder que Transforma Vidas ,SIM,O Evangelho ,32,43,11,5,20,
14/09/2025 19:59:26,14/09/2025,17:00:00,Culto,Culto de Celebração,Pastora Cida ,O Poder que Transforma Vidas ,SIM,O Evangelho ,43,79,9,9,32,
14/09/2025 21:10:03,14/09/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,O Poder que Transforma Vidas ,SIM,O Evangelho ,77,101,29,12,40,Apelo-  3
17/09/2025 22:42:32,17/09/2025,19:00:00,Culto,Super Quarta,Após. Robert Dodoo,O jesus que Cura,SIM,As Palavras de Jesus Curam!,19,28,3,0,20,
21/09/2025 10:37:48,21/09/2025,08:30:00,Culto,Culto de Celebração,Pastor Edson Ortega ,O Evangelho do Reino ,SIM,O Evangelho ,24,42,14,0,17,
21/09/2025 21:50:03,21/09/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,O Evangelho do Reino ,SIM,O Evangelho ,35,54,0,8,26,
21/09/2025 21:52:11,21/09/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,O Evangelho do Reino ,SIM,O Evangelho ,44,55,19,4,30,
24/09/2025 20:59:52,24/09/2025,19:00:00,Culto,Culto de Quarta,Pastor Alberto ,Basta uma Palavra ,SIM,As Palavras de Jesus Curam ,32,39,12,1,22,
28/09/2025 10:39:22,28/09/2025,08:30:00,Culto,Culto de Celebração,Pastor Alberto ,O Verdadeiro Evangelho ,SIM,O Evangelho ,24,47,9,0,22,
28/09/2025 21:58:49,28/09/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,O Verdadeiro Evangelho ,SIM,O Evangelho ,37,51,12,5,23,
28/09/2025 22:16:02,28/09/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,O Verdadeiro Evangelho ,SIM,O Evangelho ,52,75,21,4,26,Apelo-  1
01/10/2025 21:28:24,01/10/2025,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Companha de Milagres ,SIM,Campanha de Milagres ,37,64,22,2,18,
05/10/2025 11:02:48,05/10/2025,08:30:00,Culto,Culto de Celebração,Pastor Messias ,"É Impossível, mas Deus Polde",SIM,"É Impossível, mas Deus Pode ",40,59,17,2,29,
05/10/2025 18:57:53,05/10/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,"É Impossível, mas Deus Pode ",SIM,"É Impossível, mas Deus Pode ",37,48,7,7,31,
05/10/2025 21:16:31,05/10/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,"É Impossível, mas Deus Pode ",SIM,"É Impossível, mas Deus Pode ",55,88,36,10,37,
08/10/2025 21:49:46,08/10/2025,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Campanha de Milagres ,SIM,Campanha de Milagres ,34,63,12,3,26,Apelo-  2
12/10/2025 11:50:12,12/10/2025,08:30:00,Culto,Culto de Celebração,Pastor Alberto ,"É Impossível, mas Deus Pode ",SIM,"É Impossível, mas Deus Pode ",24,55,15,3,26,
12/10/2025 21:54:23,12/10/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,"É Impossível, mas Deus Pode ",SIM,"É Impossível, mas Deus Pode ",28,41,10,6,20,
12/10/2025 21:56:31,12/10/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,"É Impossível, mas Deus Pode ",SIM,"É impossível, mas Deus Pode ",60,73,35,9,28,
15/10/2025 20:56:11,15/10/2025,19:00:00,Culto,Culto de Quarta,Pastor Edson Ortega ,A Fé está Acima da logica,SIM,Campanha de Milagres ,49,59,14,5,18,
19/10/2025 11:00:06,19/10/2025,08:30:00,Culto,Culto de Celebração,Pastor Alberto ,Jesus a Razão da Minha Esperança ,SIM,"É impossível, mas Deus Pode ",26,44,11,0,18,
19/10/2025 21:29:37,19/10/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Jesus a Razão da Minha Esperança ,SIM,"É impossível, mas Deus Pode ",29,56,12,5,26,Apelo-  1
19/10/2025 21:32:46,19/10/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Jesus a Razão da Minha Esperança ,SIM,"É impossível, mas Deus Pode ",84,110,40,12,38,Apelo-  1
22/10/2025 20:51:28,22/10/2025,19:00:00,Culto,Culto de Quarta,Pastor Alberto ,A Fé é o Condutor do Milagre ,SIM,Campanha de milagres ,39,78,25,4,21,
26/10/2025 10:37:23,26/10/2025,08:30:00,Culto,Culto de Celebração,Pastor Messias ,A Última Palavra é de Jesus ,SIM,"É Impossível, mas Deus Pode ",34,48,13,0,22,
26/10/2025 19:06:56,26/10/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,A Ultima Palavra é de Jesus ,SIM,"É Impossível, mas Deus Pode ",30,50,7,7,33,
26/10/2025 21:24:02,26/10/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,A Ultima Palavra é de Jesus ,SIM,"É Impossível, mas Deus Pode ",32,32,14,4,24,
29/10/2025 21:05:09,29/10/2025,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Gerando Milagres ,SIM,Campanha de milagres ,39,60,17,3,28,
02/11/2025 11:03:19,02/11/2025,08:30:00,Culto,Culto de Celebração,Pastor Messias ,O Deus do Impossível ,SIM,"É Impossível, mas Deus Pode ",42,46,12,1,37,
02/11/2025 19:07:16,02/11/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,O Deus do Impossível ,SIM,"É Impossível, mas Deus Pode ",37,60,10,9,31,
02/11/2025 21:05:16,02/11/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,O Deus do Impossível ,SIM,"É Impossível, mas de Pode ",59,79,27,7,35,
05/11/2025 21:07:36,05/11/2025,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Alíança ,SIM,Paz e Provisão ,29,52,16,0,22,
09/11/2025 11:33:37,09/11/2025,08:30:00,Culto,Culto de Celebração,Pastora Cida ,Deus de Milagres ,SIM,"É Impossível, mas Deus Pode ",38,53,11,4,22,
09/11/2025 20:15:25,09/11/2025,17:00:00,Culto,Culto de Celebração,Pastora Cida ,Deus de Milagres ,SIM,"E Impossível, mas Deus Pode ",32,44,7,6,26,
09/11/2025 21:00:53,09/11/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Deus de Milagres ,SIM,"É Impossível, mas Deus Pode ",41,71,28,10,28,
12/11/2025 21:08:39,12/11/2025,19:00:00,Culto,Culto de Quarta,Pastora Cida,Meditação ,SIM,Paz e Provisão ,34,54,14,3,24,
16/11/2025 10:29:55,16/11/2025,08:30:00,Culto,Culto de Celebração,Pastor Alberto ,Tempo Oportuno ,SIM,"E Impossível, mas Deus Pode ",26,49,19,0,21,Apelo-  1
16/11/2025 21:35:32,16/11/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Tempo Oportuno ,SIM,"É Impossível, mas Deus Pode ",32,52,0,9,22,
16/11/2025 21:37:36,16/11/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Tempo Oportuno ,SIM,"É impossível, mas Deus Pode ",59,88,34,7,25,
19/11/2025 21:40:17,19/11/2025,19:00:00,Culto,Culto de Quarta,Pastor Alberto ,Unidade ,SIM,Paz e Provisão ,30,53,10,0,23,
23/11/2025 10:33:30,23/11/2025,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Deus Conosco ,SIM,"É Impossível, mas Deus Pode ",43,78,12,4,24,
23/11/2025 21:27:27,23/11/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Deus Conosco ,SIM,"É Impossível, mas Deus Pode ",28,43,6,12,28,
23/11/2025 21:31:52,23/11/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Deus Conosco ,SIM,"É Impossível, mas Deus Pode ",37,45,17,6,26,
26/11/2025 21:18:08,26/11/2025,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Obediência ,SIM,Paz e Provisão ,34,62,18,4,19,
30/11/2025 10:43:52,30/11/2025,08:30:00,Culto,Culto de Celebração,Pastor Leonardo ,Famílias Restauradas ,SIM,"É Impossível, mas Deus Pode ",22,34,13,0,21,
30/11/2025 19:57:22,30/11/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Famílias Restauradas ,SIM,"É Impossível, mas Deus Pode ",31,43,5,8,25,
30/11/2025 21:00:50,30/11/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Famílias Restauradas ,SIM,"É Impossível, mas Deus Pode ",59,81,41,6,29,
03/12/2025 21:23:14,03/12/2025,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Sonhos ,SIM,Paz e Provisão ,25,50,12,0,18,
07/12/2025 10:55:13,07/12/2025,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Restituição ,SIM,Palavras RHEMA ,15,24,8,0,30,
07/12/2025 20:24:11,07/12/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Restituição ,SIM,Palavras RHEMA ,32,40,13,5,37,
07/12/2025 21:30:51,07/12/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Restituição ,SIM,Palavras RHEMA ,89,185,54,17,39,
10/12/2025 20:52:50,10/12/2025,19:00:00,Culto,Culto de Quarta,Pastor Edson Ortega ,Planejamento ,SIM,Pastor e Provisão ,32,55,24,5,21,
14/12/2025 10:26:48,14/12/2025,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Fórmulas Mágicas ,SIM,Palavras RHEMA ,25,30,10,0,23,
14/12/2025 20:07:19,14/12/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Fórmulas Mágicas ,SIM,Palavras RHEMA ,31,55,4,6,24,
14/12/2025 21:34:14,14/12/2025,19:00:00,Culto,Culto de Celebração,Pastor Alberto ,Fórmulas Mágicas ,SIM,Palavras RHEMA ,42,55,18,10,24,
17/12/2025 21:18:26,17/12/2025,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Fé e Ação ,SIM,Paz e Provisão ,23,45,10,0,18,
21/12/2025 10:53:00,21/12/2025,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Maravilhosa Graça ,SIM,HANUKKAH ,30,46,12,1,18,
21/12/2025 22:03:16,21/12/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Maravilhosa Graça ,SIM,HANUKKAH ,28,40,5,6,27,
21/12/2025 22:05:33,21/12/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Maravilhosa Graça ,SIM,HANUKKAH ,34,61,18,4,29,Apelo-  5
24/12/2025 21:56:22,24/12/2025,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Josué 1:8,SIM,O código de Deus ,12,21,4,1,17,
28/12/2025 11:41:55,28/12/2025,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Chamados pela Graça ,SIM,Palavras RHEMA ,40,58,8,4,25,Apelo-  9
28/12/2025 19:14:45,28/12/2025,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Chamados pela Graça ,SIM,Palavras RHEMA ,25,45,7,6,22,
28/12/2025 21:03:15,28/12/2025,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Chamados pela Graça ,SIM,Palavras RHEMA ,23,34,11,1,26,
04/01/2026 10:32:44,04/01/2026,08:30:00,Culto,Culto de Celebração,Pastor Edson Ortega ,Deus de Maravilhas ,SIM,Maravilhas de Deus ,36,66,15,0,28,
04/01/2026 18:57:12,04/01/2026,17:00:00,Culto,Culto de Celebração,Pastor Alberto ,Deus de Maravilhas ,SIM,Maravilhas de Deus ,41,54,9,6,35,
04/01/2026 21:06:07,04/01/2026,19:00:00,Culto,Culto de Celebração,Pastor Alberto ,Deus de Maravilhas ,SIM,Maravilhas de Deus ,52,85,27,10,31,Apelo-  2
07/01/2026 21:40:44,07/01/2026,19:00:00,Culto,Culto de Quarta,Pastor Edson Ortega ,Segredos da Fé ,SIM,Segredos de Fé ,33,50,12,2,24,
11/01/2026 11:06:19,11/01/2026,08:30:00,Culto,Culto de Celebração,Pastor Alberto ,Ativando Maravilhas ,SIM,Maravilhas de Deus ,47,61,14,2,25,
11/01/2026 18:51:30,11/01/2026,17:00:00,Culto,Culto de Celebração,Pastor Alberto ,Ativando Maravilhas ,SIM,Maravilhas de Deus ,31,53,8,12,28,
11/01/2026 20:52:19,11/01/2026,19:00:00,Culto,Culto de Celebração,Pastor Alberto ,Ativando Maravilhas ,SIM,Maravilhas de Deus ,31,51,17,6,19,
14/01/2026 21:29:32,14/01/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,A Fé que Vence,SIM,Segredos da Fé ,27,50,21,4,24,Apelo-  2
18/01/2026 10:57:46,18/01/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Ativando Maravilhas Parte 2,SIM,Maravilhas de Deus ,32,46,9,1,20,
18/01/2026 21:47:02,18/01/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Ativando Maravilhas Parte 2,SIM,Maravilhas de Deus ,39,49,10,8,21,
18/01/2026 21:49:44,18/01/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Ativando Maravilhas Parte 2,SIM,Maravilhas de Deus ,33,56,11,5,29,Apelo-  5
21/01/2026 22:05:29,21/01/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,A Fé que Agrada a Deus ,SIM,Segredos da Fé ,44,78,13,2,28,
25/01/2026 10:49:45,25/01/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Ambientes de Maravilhas ,SIM,Maravilhas de Deus ,29,53,6,2,23,
25/01/2026 21:15:00,25/01/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Ambientes de Maravilhas ,SIM,Maravilhas de Deus ,38,57,8,8,28,
25/01/2026 21:19:59,25/01/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Ambientes de Maravilhas ,SIM,Maravilhas de Deus ,44,55,22,9,28,Apelo-  2
28/01/2026 21:08:38,28/01/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,A Fé que Agrada a Deus ,SIM,Segredo da Fé ,35,54,14,2,20,
01/02/2026 11:16:31,01/02/2026,08:30:00,Culto,Culto de Celebração,Pastora Cida ,Famílias Sobre a Racha ,SIM,Família Projeto de Deus ,42,73,19,3,39,
01/02/2026 18:57:46,01/02/2026,17:00:00,Culto,Culto de Celebração,Pastora Cida ,Família Sobre a Racha ,SIM,Famílias Projeto de Deus ,34,61,8,2,30,
01/02/2026 20:54:23,01/02/2026,19:00:00,Culto,Culto de Celebração,Pastora Cida ,Famílias Sobre a Racha ,SIM,Família Projeto de Deus ,31,48,21,3,31,
04/02/2026 20:57:00,04/02/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,A Fé que Deus Honra ,SIM,Segredos da Fé ,30,49,12,1,20,
08/02/2026 10:30:44,08/02/2026,08:30:00,Culto,Culto de Celebração,Pastor Alberto ,Deus e o Construtor da Família Sl- 127e128,SIM,Família Projeto de Deus ,50,71,16,2,21,
08/02/2026 18:38:03,08/02/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Deus é o Construtor da Família Sl- 127e128,SIM,Família Projeto de Deus ,35,52,4,6,20,
08/02/2026 20:51:10,08/02/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Deus é o Construtor da Família Sl- 127e128,SIM,Família Projeto de Deus ,42,69,22,13,25,
11/02/2026 21:30:23,11/02/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Construindo uma Fé Robusta ,SIM,Segredos da Fé ,45,60,12,8,23,
15/02/2026 10:59:04,15/02/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Deus e o Construtor da Família Sl. 127e128,SIM,Família Projeto de Deus ,34,52,11,0,22,
15/02/2026 20:04:32,15/02/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Deus e o Construtor da Família Sl. 127e128,SIM,Família Projeto de Deus ,35,48,7,7,20,
15/02/2026 20:57:13,15/02/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Deus e o Construtor da Família Sl. 127e128,SIM,Família Projeto de Deus ,39,57,23,10,25,
18/02/2026 21:19:03,18/02/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,O que a Fé Produz ,SIM,Segredo da Fé ,36,50,18,6,27,
22/02/2026 10:29:19,22/02/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Famílias Fortes ,SIM,Família Projeto de Deus ,34,62,14,1,19,
22/02/2026 21:08:07,22/02/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Famílias Fortes ,SIM,Família Projeto de Deus ,33,54,6,7,22,
22/02/2026 21:10:22,22/02/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Famílias Fortes ,SIM,Família Projeto de Deus ,71,110,23,14,34,
25/02/2026 21:20:27,25/02/2026,19:00:00,Culto,Culto de Quarta,Pastor Alberto ,O que a Fé Produz ,SIM,Segredos da Fé ,32,52,17,1,21,
01/03/2026 10:34:56,01/03/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Mais que Palavras ,SIM,Nasci para Amar/Nasci para Servir ,37,77,16,3,39,
01/03/2026 21:44:50,01/03/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Mais que Palavras ,SIM,Nasci para Amar/Nasci para Servir ,42,69,13,6,38,
01/03/2026 21:46:50,01/03/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Mais que Palavras ,SIM,Nasci para Amar/Nasci para Servir ,52,89,29,8,38,
04/03/2026 21:03:17,04/03/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Inabaláveis ,SIM,Uma vida vitoriosa,26,53,9,5,20,
08/03/2026 10:55:26,08/03/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Chamados Para Amar e Servir,SIM,Nasci para Amar/Nasci para Servir ,40,74,13,1,20,
08/03/2026 19:08:01,08/03/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Chamados Para Amar e Servir,SIM,Nasci para Amar/Nasci para Servir ,27,39,14,3,28,
08/03/2026 21:19:29,08/03/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Chamados Para Amor e Servir ,SIM,Nasci para Amar/Nasci para Servir ,37,59,22,4,28,Apelo-  1
11/03/2026 21:30:10,11/03/2026,19:00:00,Culto,Culto de Quarta,Pastor Alberto ,Paralisado por um Trauma/Restaurado Tuma Palavra ,SIM,Uma vida vitoriosa ,33,56,21,1,20,
15/03/2026 11:12:40,15/03/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,As Duas Faces da Bênção ,SIM,Nasci para Amar/ Nasci para Servir ,34,45,12,2,21,
15/03/2026 18:47:33,15/03/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,As Duas Faces da Bênção ,SIM,Nasci para Amar/Nasci para Servir ,30,50,3,7,21,
15/03/2026 21:05:35,15/03/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,As Duas Faces da Bênção ,SIM,Nasci para Amar/Nasci para Servir ,46,76,27,15,22,
18/03/2026 21:05:20,18/03/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Firmes e Constantes ,SIM,Uma vida vitoriosa ,30,44,10,3,20,
22/03/2026 11:19:16,22/03/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Um Povo Forte e que Faz Proezas ,SIM,Nasci para Amar/Nasci para Servir ,37,67,9,2,20,
22/03/2026 21:18:14,22/03/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Um Povo Forte e que Faz Proezas ,SIM,Nasci para Amar/Nasci para Servir ,25,45,2,5,26,
22/03/2026 21:20:41,22/03/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Um Povo Forte e que Faz Proezas ,SIM,Nasci para Amar/Nasci para Servir ,45,70,14,8,22,
25/03/2026 21:13:03,25/03/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Como Prosperar em Tempos de crise,SIM,Uma vida vitoriosa ,35,53,10,2,16,Apelo-  7
29/03/2026 11:11:03,29/03/2026,08:30:00,Culto,Culto de Celebração,Pastor Edson Ortega ,As Duas Faces da Cruz ,SIM,Nasci para Amar/Nasci para Servir ,40,64,13,3,19,
29/03/2026 18:47:42,29/03/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,As Duas Faces da Cruz ,SIM,Nasci para Amar/Nasci para Servir ,34,53,2,4,21,
29/03/2026 20:58:58,29/03/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,As Duas Faces da Cruz ,SIM,Nasci para Amar Nasci para Servir ,48,58,18,8,24,Apelo-  1
01/04/2026 21:42:24,01/04/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Como Prosperar em Tempos de Crise parte- 2,SIM,Uma vida vitoriosa ,45,43,10,2,24,
05/04/2026 10:56:02,05/04/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Cristo nossa Pascoa,NÃO,,44,80,14,4,25,
05/04/2026 18:35:52,05/04/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Cristo nossa Pascoa ,NÃO,,37,67,3,5,37,
05/04/2026 21:06:52,05/04/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Cristo nossa Pascoa ,NÃO,,66,99,32,10,47,Apelo-  5
08/04/2026 20:59:49,08/04/2026,19:00:00,Culto,Culto de Quarta,Pastor Alberto ,Derrube o seu Gigante ,SIM,Derrubando Gigantes ,41,50,19,3,20,
12/04/2026 10:39:35,12/04/2026,08:30:00,Culto,Culto de Celebração,Pastora Cida,"Salmo-1 Dois homens, Dois caminhos Dois destinos",SIM,Salmos,41,70,18,8,20,
12/04/2026 21:10:02,12/04/2026,17:00:00,Culto,Culto de Celebração,Pastora Cida,"Salmo-1 Dois homens, Dois caminhos Dois destinos ",SIM,Salmos,25,40,5,5,23,
12/04/2026 21:13:37,12/04/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,"Salmo-1 Dois homens, Dois caminhos Dois destinos ",SIM,Salmos,75,94,31,5,34,
15/04/2026 22:02:31,15/04/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Vencendo as Batalhas da Mente ,SIM,Derrubando Gigantes ,32,35,5,1,19,
19/04/2026 11:18:56,19/04/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,O senhor e o meu Pastor ,SIM,Salmos,40,66,13,3,23,Apelo-  1
19/04/2026 19:36:42,19/04/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,O Senhor e o meu Pastor ,SIM,Salmos - salmo 23,13,33,6,2,23,
19/04/2026 21:07:30,19/04/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,O Senhor e o meu Pastor ,SIM,Salmos - Salmo 23,61,86,26,4,27,
22/04/2026 22:42:30,22/04/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,"Vencendo as Batalhas da Mente, parte 2",SIM,Derrubando Gigantes ,28,40,7,4,20,
26/04/2026 11:35:22,26/04/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Deus Restaura o que foi Quebrado ,SIM,Salmos - salmo 126,42,62,10,1,Apelo-  2,
26/04/2026 22:02:44,26/04/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Deus Restaura o que foi Quebrado ,SIM,Salmos - Salmo 126,32,47,3,7,23,
26/04/2026 22:05:11,26/04/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Deus Restaura o que foi Quebrado ,SIM,Salmos - Salmo 126,67,64,24,7,23,Apelo-  1
29/04/2026 22:02:07,29/04/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Louvor é Arma de Guerra ,SIM,Derrubando Gigantes ,51,61,13,1,17,
03/05/2026 10:50:01,03/05/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Jesus o Plano Perfeito ,NÃO,,39,73,13,1,31,Apelo-  2
03/05/2026 19:06:11,03/05/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Jesus o Plano Perfeito ,NÃO,,29,66,9,8,31,
03/05/2026 21:08:20,03/05/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Jesus o Plano Perfeito ,NÃO,,69,101,33,9,36,Apelo-  1 
06/05/2026 20:53:16,06/05/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Campanha de Curas e Milagres ,SIM,Campanha de Curas e Milagres ,36,52,12,4,21,
10/05/2026 11:28:52,10/05/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Um Coração Rendido para Uma Vida sem Estresse ,SIM,40 dias de prosperidade bíblica ,19,35,9,1,16,
10/05/2026 18:48:47,10/05/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Um Coração Rendido para Uma Vida sem Estresse ,SIM,40 dias de prosperidade bíblica ,26,36,2,7,24,
10/05/2026 21:20:19,10/05/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Um Coração Rendido para Uma Vida sem Estresse ,SIM,40 dias de prosperidade bíblica ,41,56,25,6,24,
13/05/2026 20:48:47,13/05/2026,19:00:00,Culto,Culto de Quarta,Pastor Edson Ortega ,O Milagre da Restauração ,SIM,Campanha de Curas e Milagres ,41,46,14,3,20,
17/05/2026 11:36:36,17/05/2026,08:30:00,Culto,Culto de Celebração,Pastor Messias ,Uma Administração Fiel e Multiplicadora ,SIM,40 dias prosperidade bíblica ,45,60,13,1,16,
17/05/2026 19:35:06,17/05/2026,17:00:00,Culto,Culto de Celebração,Pastor Messias ,Uma Administração Fiel e Multiplicadora ,SIM,40 dias de prosperidade bíblica ,36,54,7,8,23,
17/05/2026 20:59:42,17/05/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Uma Administração Fiel e Multiplicadora ,SIM,40 dias de prosperidade bíblica ,37,46,15,6,25,
20/05/2026 21:24:49,20/05/2026,19:00:00,Culto,Culto de Quarta,Pastor Messias ,Jesus que Cura ,SIM,Campanha de Cura e Milagres ,28,30,5,0,19,
24/05/2026 10:33:11,24/05/2026,08:30:00,Culto,Culto de Celebração,Pastora Cida,Os Primeiros Frutos e o impacto da Gratidão ,SIM,40 dias de Prosperidade bíblica ,29,46,11,2,21,
24/05/2026 19:01:57,24/05/2026,17:00:00,Culto,Culto de Celebração,Pastora Cida ,Os Primeiros Frutos e o Impacto da Gratidão ,SIM,40 dias de Prosperidade bíblica ,41,70,9,6,21,
24/05/2026 20:57:22,24/05/2026,19:00:00,Culto,Culto de Celebração,Pastor Messias ,Os Primeiros Frutos e o Impacto da Gratidão ,SIM,40 dias de Prosperidade bíblica ,43,47,19,10,24,
