Carimbo de data/hora,DATA,HORÁRIO,TIPO DE EVENTO,Tipo de Culto,QUEM MINISTROU:,TÍTULO DA MENSAGEM,O CULTO FOI DE UMA SÉRIE?,"SE FOR SÉRIE, QUAL NOME?",QUANTIDADE DE HOMENS,QUANTIDADE DE MULHERES,QUANTIDADE DE CRIANÇAS,QUANTIDADE DE BEBÊS,QUANTIDADE DE VOLUNTÁRIOS,COMENTÁRIOS ADICIONAIS
18/05/2025 17:56:12,18/05/2025,19:00:00,Culto,Culto de Celebração,Pastor waldomiro ,"A fé  vem pelo ouvir,e o ouvir pela palavra de Deus",SIM,A minha fé tem fundamentos,24,27,14,5,21,Entre adultos e pastores 73
18/05/2025 20:57:48,18/05/2025,07:00:00,Culto,Culto de Celebração,Pastora ana lucia ,"A fe vem pelo ouvir, ouvir a palavra de Deus ",SIM,Minha fé tem fundamento ,72,163,30,8,34,
19/05/2025 08:26:01,18/05/2025,10:30:00,Culto,Culto de Celebração,Pr Waldomiro,"A Fé vem pelo Ouvir, e Ouvir a Palavra de Deus",SIM,Minha Fé tem Fundamento,26,32,15,7,24,
21/05/2025 20:18:52,21/05/2025,19:00:00,Culto,Culto de Celebração,Pastora Marli,Chave da prosperidade ,SIM,Tsaleach ,13,32,15,5,20,
25/05/2025 11:24:14,25/05/2025,10:30:00,Culto,Culto de Celebração,Pr. JANISTER,Transformado pela fé ,SIM,Minha fé tem fundamento,27,46,22,7,22,
25/05/2025 18:03:43,25/05/2025,17:00:00,Culto,Outros,Pastor Waldomiro ,Transformados pela Fé ,SIM,Minha Fé tem fundamento ,27,48,26,6,30,
25/05/2025 19:55:32,25/05/2025,19:00:00,Culto,Culto de Celebração,Pastora Marli,Transformados pela fé ,SIM,Minha fé tem fundamento ,22,46,9,6,21,
28/05/2025 19:51:46,28/05/2025,19:00:00,Culto,Culto de Quarta,Pastora Ana Lucia ,Prosperidade no deserto ,SIM,Tsaleah,19,20,10,3,22,
01/06/2025 11:33:19,01/06/2025,10:30:00,Culto,Culto de Celebração,Pastora Ana Lucia,Festa do pentecostes,SIM,CRISTO O UNGIDO,33,66,31,03,23,Total de adultos 126
01/06/2025 17:53:57,01/06/2025,17:00:00,Culto,Culto de Celebração,Pastora Ana Lúcia ,O Cristo ungido ,SIM,Festa de Pentecostes,42,62,12,4,30,Teen: 26
01/06/2025 19:58:10,01/06/2025,19:00:00,Culto,Culto de Celebração,Pr Ana Lucia ,Festa de Pentecostes ,SIM,Cristo ungido ,31,51,25,10,23,
04/06/2025 19:39:44,04/06/2025,19:00:00,Culto,Culto de Celebração,Pastora Marly,Seja Livre,SIM,Ele veio libertar os cativos,18,30,11,02,17,Entre adultos e pastores 66
08/06/2025 12:10:39,08/06/2025,10:30:00,Culto,Culto de Celebração,Pra Janister,Minha casa do senhor,SIM,Familia para Deus,44,72,33,4,24,
08/06/2025 17:50:49,08/06/2025,17:00:00,Culto,Culto de Celebração,Pastor vagno,Minha casa é do Semhor,SIM,Família para Deus,23,33,11,3,19,"Relevanteen 
Serie: conectados, uma família para sempre
Tema: história de uma família 
Quem ministrou: Rafael
Voluntários: 3
Teens: 18"
08/06/2025 19:24:05,08/06/2025,19:00:00,Culto,Culto de Celebração,Pastor carlos canto,Minha casa é do senhor ,SIM,Familia para Deus ,19,27,14,02,23,Ente pastores e adultos 69
11/06/2025 19:45:15,11/06/2025,17:00:00,Culto,Culto de Quarta,Pra. Ana Lúcia,Seja Livre,SIM,Ele veio para libertar os cativos,20,28,19,6,20,Kids 13
15/06/2025 11:23:30,15/06/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson,Um Lar acima das tempestades ,SIM,Família para Deus,30,57,25,5,26,Kids 20
15/06/2025 17:53:11,15/06/2025,17:00:00,Culto,Culto de Celebração,Pastora Ana lucia,Um lar acima das tempestades ,SIM,Família para Deus ,37,51,14,9,22,
15/06/2025 20:47:36,15/06/2025,19:00:00,Culto,Culto de Celebração,Ana Lúcia,Um lar acima das tempestades,SIM,Familia para Deus,25,52,10,1,21,
18/06/2025 20:24:58,18/06/2025,19:00:00,Culto,Culto de Quarta,Pr Waldomiro,Seja livre parte 03,SIM,Ele veio para livrar os cativos,27,26,7,2,21,
22/06/2025 11:26:28,22/06/2025,10:30:00,Culto,Culto de Celebração,Pr. Valdomiro,Lute pela sua casa ,SIM,Família para Deus ,38,59,15,6,19,
22/06/2025 17:57:18,22/06/2025,17:00:00,Culto,Culto de Celebração,Pastora janistwr,Lute pela sua casa,SIM,Famlia para Deus,40,58,19,03,23,Entre adulto e pastoers 121
22/06/2025 19:46:44,22/06/0025,17:00:00,Culto,Culto de Celebração,Pra. Janister,Família para Deus,SIM,Lute pela sua casa,11,22,17,2,28,
25/06/2025 19:57:07,25/06/2025,19:00:00,Culto,Culto de Quarta,Bispo Clodoilson ,Quebrando Maldições ,SIM,Ele veio para libertar os cativos ,29,32,17,5,15,
29/06/2025 11:34:23,20/06/2025,10:30:00,Culto,Culto de Celebração,Pastora janister,A benção do lar pela presença do Espírito Santo ,SIM,Família para Deus ,63,102,21,17,22,
29/06/2025 17:48:56,29/06/2025,17:00:00,Culto,Culto de Celebração,Pastora marli,A benção no lar pela presença de Deus,SIM,Família para Deus ,16,47,12,4,23,"Série: conectados uma família para sempre
Tema: Família um lugar seguro
Ministro: Ezequiel
Voluntários: 3
Teens: 23"
29/06/2025 20:37:07,29/06/2025,19:00:00,Culto,Culto de Celebração,Pra Marli,Benção no lar pela presença de Deus,SIM,Familia para Deus,22,39,13,1,21,
02/07/2025 19:56:14,02/07/2025,19:00:00,Culto,Culto de Quarta,Bispo Clodoilson ,Seja livre ,SIM,Ele veio para libertar os cativos ,22,25,11,5,20,
06/07/2025 11:30:52,06/07/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Santa ceia,SIM,Gerando  milagres,46,63,17,12,22,
06/07/2025 17:47:39,06/07/2025,17:00:00,Culto,Culto de Celebração,Bispo clodoilsom ,Gerando milagres,SIM,Gerando milagres,22,39,21,4,21,Relevanteens 26 + 3 voluntarios
06/07/2025 19:39:20,06/07/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Santa santa /gerando milagre,SIM,Gerando milagre,35,56,22,06,22,Entre adultos e pastores 113 
09/07/2025 19:32:37,09/07/2025,19:00:00,Culto,Culto de Celebração,Pastora Marly,Seja livre parte 2,SIM,Ele veio para lebertar os  cativos,23,30,17,03,18,Entre adultos e pastores 71
13/07/2025 11:34:13,13/07/2025,10:30:00,Culto,Outros,Pastora Janister ,Agente de milagres ,SIM,Gerando milagres ,35,48,17,4,22,
13/07/2025 18:01:54,13/07/2025,17:00:00,Culto,Culto de Celebração,Pastora janister,Agente de milagres,SIM,Gerando milagres,35,50,18,03,22,Entre pastores e adultos 106
13/07/2025 19:45:16,13/07/2025,19:00:00,Culto,Culto de Celebração,Pastora janister,Agente de milagres,SIM,Gerando milagres ,41,53,21,8,22,
16/07/2025 19:36:03,16/07/2025,19:00:00,Culto,Culto de Quarta,Pastora Ana Lúcia ,Seja livre,SIM,Ele veio para libertar os cativos,18,27,10,3,20,
20/07/2025 11:32:41,20/07/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson,Ativando milagres ,SIM,Gerando milagres ,34,65,20,03,23,
20/07/2025 17:47:03,20/07/2025,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson,Ativando milagres,SIM,Gerando milagres,47,67,16,9,22,"Relevanteen 

Série: nascer de novo
Tema: o amor visível 
Quem ministrou: Felipe
Voluntários: 3
Teens: 24"
20/07/2025 19:44:45,20/07/2025,19:30:00,Culto,Outros,Pastor Carlos Canto ,Ativando milagres ,SIM,Gerando milagres ,24,32,10,2,27,
23/07/2025 20:02:31,23/07/2025,19:00:00,Culto,Culto de Quarta,Pr Waldomiro,Seja Livre,SIM,Ele Vem para Libertar os Cativos,33,17,15,4,21,
27/07/2025 11:49:51,27/07/2025,10:30:00,Culto,Culto de Celebração,Pastora JANISTER ,Seja protagonista de milagres ,SIM,Gerando milagres ,37,54,22,6,21,
27/07/2025 17:55:30,27/07/2025,17:00:00,Culto,Culto de Celebração,Pastor Waldomiro,Seja protagonista de milagre,SIM,Gerando Milagres ,36,53,17,02,22,Entre pastores e adultos 111 
27/07/2025 19:39:40,27/07/2025,19:00:00,Culto,Culto de Celebração,Waldomiro,Seja protagonista de milagres ,SIM,Gerando milagres ,33,44,22,5,24,
30/07/2025 19:41:18,30/07/2025,19:00:00,Culto,Culto de Quarta,Pastora Ana Lucia ,Seja livre,SIM,Ele veio para libertar os cativos,20,20,80,6,15,
03/08/2025 11:22:34,03/08/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson,Deus Pai,SIM,Paternidade Orfandade,47,83,31,7,28,Kids 24
03/08/2025 17:46:47,03/08/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Deus Pai ,SIM,Orfandade paternidade ,43,69,23,4,26,
03/08/2025 20:00:46,03/08/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoison,Deus Pai,SIM,Paternidade Orfandade,30,54,19,5,24,
06/08/2025 19:54:06,06/08/2025,19:00:00,Culto,Culto de Quarta,Pastora Ana Lucia ,Quebrando correntes espirituais ,SIM,Ele veio para libertar os cativos ,35,35,18,9,19,
10/08/2025 11:28:09,10/08/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Família biológica ,SIM,Paternidade /Orfandade ,29,63,18,6,21,
10/08/2025 18:00:33,10/08/2025,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Familia biologica,SIM,Paternidade orfandade,26,46,17,02,20,Entre a adultos e pastores i2
10/08/2025 20:02:16,10/08/0025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson,Família Biológica ,SIM,Paternidade/Orfandade,23,35,23,4,26,Kids:19
13/08/2025 19:45:24,13/08/2025,19:00:00,Culto,Culto de Celebração,Pastora Ana Lúcia ,Negativo ou positivo,SIM,Ele veio  para libertar os cativos ,25,36,11,02,22,Entre adultos e pastores 83 
17/08/2025 11:32:31,17/08/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Igreja Familia ,SIM,Paternidade Orfandade ,47,74,20,7,23,
17/08/2025 18:00:06,17/08/2025,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Igreja Família ,SIM,Paternidade - Orfandade ,31,62,18,06,22,Culto Relevanteen - Teens 25 / Voluntários 03 / Ministros 02 
17/08/2025 20:04:02,17/08/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Igreja família ,SIM,Paternidade orfandade ,29,44,16,5,22,
20/08/2025 19:48:37,20/08/2025,17:00:00,Culto,Culto de Quarta,Bispo Clodoilson ,Vencendo Fortalezas,SIM,Ele veio para Libertar os Cativos,25,26,22,6,24,Kids 16
24/08/2025 11:28:03,24/08/2025,10:30:00,Culto,Culto de Celebração,Pastora Ana Lucia ,A casa do pai ,SIM,Paternidade e orfandade ,43,67,26,7,22,
24/08/2025 17:46:28,24/08/2025,17:00:00,Culto,Culto de Celebração,Pastora Ana Lúcia,A Casa do Pai,SIM,Orfandade e Paternidade ,33,51,19,4,27,Kids 15
24/08/2025 19:44:18,24/08/2025,19:00:00,Culto,Culto de Celebração,Pastora Ana Lúcia ,Casa do pai,SIM,Paternidade Orfandade,17,21,10,01,21,Enre adulto e pastores 59
27/08/2025 19:49:21,27/08/2025,19:00:00,Culto,Culto de Quarta,Pastora ANA LUCIA,Vivendo sem amarras,SIM,Ele veio para libertar os cativos ,29,37,11,2,31,
31/08/2025 11:12:20,31/08/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Vencendo o Espito da orfandade ,SIM,Paternidade orfandade ,32,61,26,4,23,Entre adultos e pastores 116
31/08/2025 18:02:22,31/08/2025,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson,Vencendo o Espírito de Orfandade,SIM,Patenidade Orfandade,34,66,18,7,24,
31/08/2025 19:36:28,31/08/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Vencendo o Espírito da Orfandade ,SIM,Paternidade/ Orfandade ,22,28,14,8,20,
03/09/2025 19:44:16,03/09/2025,19:00:00,Culto,Culto de Quarta,Pastora Marli ,O coração ferido,SIM,As palavras de Jesus curam,24,36,6,4,17,
07/09/2025 11:20:50,07/09/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,SANTA CEIA,SIM,O Evangelho ,43,90,19,8,23,
07/09/2025 17:52:57,07/09/2025,17:00:00,Culto,Culto de Celebração,Pastora Janister,Danta ceia,SIM,O Evangelho ,39,63,27,04,25,Entre adultos e pastores 127
07/09/2025 19:50:29,07/09/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,O Evangelho ,NÃO,Santa Ceia,31,38,20,4,27,Kids16
10/09/2025 20:07:44,10/09/2025,19:00:00,Culto,Culto de Quarta,Pastor Waldomiro ,A Alma abatida ,SIM,As palavras de Jesus curam,20,18,7,3,21,
14/09/2025 12:10:39,14/09/2025,10:30:00,Culto,Culto de Celebração,Pr Ana Lúcia,O poder que transforma vidas,SIM,O evangelio,36,57,18,6,21,
14/09/2025 17:49:59,14/09/2025,17:00:00,Culto,Culto de Celebração,Pastora Ana Lucia ,O poder que transformas vidas ,SIM,O evangelho ,39,57,20,7,21,
14/09/2025 19:50:22,14/09/2025,19:00:00,Culto,Culto de Celebração,Pra Ana Lúcia ,O Poder que Transforma Vida,SIM,O Evangelho ,16,35,10,05,20,
17/09/2025 19:43:05,17/09/2025,19:00:00,Culto,Super Quarta,Apostolo Robert doo,Super quarta feira ,NÃO,,15,27,10,02,22,
21/09/2025 11:49:24,21/09/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,O evangelho do reino ,SIM,O evangelho ,44,69,18,9,24,
21/09/2025 17:50:31,21/09/2025,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,O Evangelho do Reino,SIM,O Evangelho,36,61,22,3,22,Teen: 27
21/09/2025 20:06:29,21/09/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,O Evangelho do Reino ,SIM,O Evangelho ,25,45,17,02,23,Entre adulto e pastores 72
24/09/2025 19:52:04,24/09/2025,17:00:00,Culto,Culto de Quarta,Pastora Ana Lúcia,Basta Uma Palavra,SIM,As Palavras de Jesus Curam,22,30,3,5,21,Kids10
28/09/2025 11:22:12,28/09/2025,10:30:00,Culto,Culto de Celebração,Pra Ana Lúcia ,O Verdadeiro Evangelho ,SIM,O Evangelho ,35,48,14,3,23,
28/09/2025 18:18:18,28/09/2025,17:00:00,Culto,Culto de Celebração,Pastora Ana Lúcia ,O Verdadeiro Evangelho ,SIM,O Evangelho,38,73,23,7,23,"RELEVANTEEN
Série: Casas
Tema: Casa de Zaqueu - Mesa da Graça 
Que ministrou: Brandon
Voluntários: 2
Teens: 31
"
28/09/2025 20:02:55,28/09/2025,19:00:00,Culto,Culto de Celebração,Ana Lúcia,O Verdadeiro Evangelho,SIM,O Evangelho,17,33,18,4,19,
01/10/2025 19:58:42,01/10/2025,19:00:00,Culto,Culto de Quarta,Pastora Marli ,Campanha de milagres ,SIM,Campanha de milagres,26,45,10,4,24,
05/10/2025 11:24:47,05/10/2025,10:30:00,Culto,Culto de Celebração,Pastora jenester ,É impossivel mas Deus pode (santa ceia),SIM,É impossivel mas Deus pode ,54,76,25,5,28,
05/10/2025 17:57:36,05/10/2025,17:00:00,Culto,Culto de Celebração,Pastora Ana Janete canto ,Impossível mais Deus pode ,SIM,Impossível mais Deus pode ,43,63,14,7,26,
05/10/2025 19:38:54,05/10/2025,19:00:00,Culto,Culto de Celebração,Pastor Valdomiro ,Santa ceia,SIM,"É impossível, mas Deus pode",20,44,14,6,23,
08/10/2025 19:42:38,08/10/2025,19:00:00,Culto,Culto de Quarta,Pastora Marli,Campanha de Milagres,SIM,Campanha de Milagres ,21,52,13,5,18,
12/10/2025 11:37:32,12/10/2025,10:30:00,Culto,Culto de Celebração,Pastor vagno ,Deus de maravilha ,SIM,Impossível mais Deus pode ,33,51,12,8,22,
12/10/2025 17:51:49,12/10/2025,17:00:00,Culto,Culto de Celebração,Pra. Janister ,Deus de Maravilhas,SIM,É Impossível mas Deus Pode,46,74,26,4,34,Teen 16
12/10/2025 19:50:33,12/10/2025,19:00:00,Culto,Culto de Celebração,Pastor waldomiro,Deus de maravilha,SIM,E impossível Deus pode,18,26,20,01,22,Entre adultos e pastores 76
15/10/2025 19:51:53,15/10/2025,19:00:00,Culto,Culto de Quarta,Bispo Clodoilson ,A fé acima da lógica ,SIM,Campanha de milagres ,36,41,20,6,24,
19/10/2025 11:20:40,19/10/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Tabernáculos a Festa da Colheita,NÃO,Jesus a Razão da Minha Esperança,32,62,19,4,33,Kids 14
19/10/2025 17:50:47,19/10/2025,17:00:00,Culto Especial,Culto de Celebração,Bispo Clodoilson ,Jesus a razão da minha esperança ,NÃO,TABERNÁCULOS ,30,58,16,6,26,Festa da colheita 
19/10/2025 20:24:21,19/10/2025,19:00:00,Culto,Culto de Celebração,BiZspo Clodoilson ,Jesus a razão da minha esperanca ,NÃO,Festa de tabernáculo ,71,90,24,5,29,Volta do encontro e festa dos tabernáculo 
22/10/2025 20:03:41,22/10/2025,19:00:00,Culto,Culto de Quarta,Pastora Ana Lúcia ,A fé  e o conduntor do milagre,SIM,Campanha de milagre,32,52,23,02,21,Entre adultos e pastores  105
26/10/2025 11:21:26,26/10/2025,10:30:00,Culto,Culto de Celebração,PASTORA ANA LÚCIA ,A ÚLTIMA PALAVRA É DE JESUS ,SIM,É IMPOSSÍVEL MAS DEUS PODE,37,65,23,5,24,
26/10/2025 17:57:38,26/10/2025,17:00:00,Culto,Culto de Celebração,Pastora Ana lucia ,Ultima palavra é  de Jesus ,SIM,"E possível, mas Deus Pode",24,42,11,01,22,Entre adultos e pastores 88
26/10/2025 20:05:04,26/10/2025,19:00:00,Culto,Culto de Celebração,Pastora Ana Lucia ,A última palavra de Jesus ,SIM,É impossível mais Deus pode ,16,22,10,1,20,
29/10/2025 19:47:31,29/10/2025,19:00:00,Culto,Culto de Quarta,Pra. Ana Lúcia,Campanha de Milagres ,NÃO,,26,43,18,5,22,Kids 13
02/11/2025 11:31:25,02/11/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,O Deus do impossivel ,SIM,"É impossivel, mas Deus pode!",31,36,11,4,27,Deus seja louvado 
02/11/2025 18:04:09,02/11/2025,17:00:00,Culto,Culto de Celebração,Bispo ,O Deus do Impossível ,SIM,"É Impossível, mas Deus pode",33,42,28,3,27,Teens 21
02/11/2025 20:15:37,02/11/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Santa  Ceia,SIM,É impossível. Mas Deus pode,80,175,5y,05,37,Entre adultos e pastores 264
05/11/2025 19:52:13,05/11/2025,19:00:00,Culto,Culto de Quarta,Pastora Ana Lucia ,Aliança ,SIM,Paz e provisão ,26,36,12,6,22,
09/11/2025 11:21:48,09/11/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Deus de Milagres ,SIM,"É Impossível, mas Deus Pode",30,48,15,5,21,
09/11/2025 17:46:21,09/11/2025,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Deus dê milagres,SIM,"É impossível, mas Deus pode",25,44,12,5,21,"RELEVANTEEN
TEMA: O perfume 
TEMA: Casas
MINISTRO: Ezequiel
VOLUNTÁRIOS: 2
TEENS: 19"
09/11/2025 19:53:18,09/11/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Deus de Milagres ,SIM,É Impossível mas Deus Pode! ,35,57,26,9,20,Kids 17
12/11/2025 19:46:57,12/11/2025,19:00:00,Culto,Culto de Quarta,Pastora Marli,Meditação,SIM,Paz e Provisão,22,39,14,7,20,
16/11/2025 11:23:38,16/11/2025,10:30:00,Culto,Culto de Celebração,Pasora Ana Lúcia ,Tempo Oportuno ,SIM,É impossível  mas Deus pode,45,62,23,03,23,Entre adultos e pastores 130
16/11/2025 17:54:11,16/11/2025,17:00:00,Culto,Culto de Celebração,Pra. Ana Lúcia ,Tempo Oportuno,SIM,"É Impossível, mas Deus Pode ",24,44,18,1,23,
16/11/2025 20:06:29,16/11/2025,19:00:00,Culto,Culto de Celebração,Ana Lúcia ,Tempo Oportuno,SIM,"É impossivel , Mais Deus Pode",38,42,21,5,21,
19/11/2025 19:57:05,19/11/2025,19:00:00,Culto,Culto de Quarta,Pra. Ana Lúcia ,Unidade ,SIM,Paz e Provisão ,14,30,10,2,22,
23/11/2025 11:41:00,23/11/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Deus Conosco,SIM,É Impossível mas Deus Pode! ,35,56,22,9,21,Kids 13
23/11/2025 17:43:07,23/11/2025,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson,Deus Conosco,SIM,"É Impossível, mas Deus pode.",27,48,15,3,22,"Culto Relevanteen 
Tens 18
Voluntários 03
Ministro 01 Felipe
Tema Casas de Caifás - O Julgamento Injusto"
23/11/2025 20:02:25,23/11/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Deus Conosco ,SIM,"É impossível, mas Deus Pode ",16,32,18,4,22,
26/11/2025 19:59:09,26/11/2025,19:00:00,Culto,Culto de Quarta,Bispo Clodoilson ,Obediência ,SIM,Paz e provisão ,21,37,16,03,19,Entre adultos e pastores 77
30/11/2025 13:58:02,30/11/2025,10:30:00,Oração,Culto de Celebração,Pastora Ana lucia,Família restaurada ,SIM,É impossível mas Deus Pode ,41,67,25,02,Entre adultos e pastores 130,
30/11/2025 18:52:24,30/11/2025,17:00:00,Culto,Culto de Celebração,Pr Ana Lúcia,É impossível mais Deus pode,SIM,Familias retauradas,118,59,16,6,20,"Relevanteen
2 ministros 
1 voluntária 
18 adolescente"
30/11/2025 20:11:12,30/11/2025,19:00:00,Culto,Culto de Celebração,Pra. Ana Lucia,Família Restaurada,SIM,É Impossível mas Deus Pode,24,40,19,6,29,Kids 13
03/12/2025 19:48:37,03/12/2025,19:00:00,Culto,Culto de Quarta,Pra. Ana Lúcia,Sonhos,SIM,Paz e Provisão,25,33,14,3,22,Kids11
07/12/2025 11:29:53,07/12/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson,Restituição ,SIM,Palavras Rhema,40,65,25,10,25,
07/12/2025 18:43:35,07/12/2025,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson,Palavras Rhema,SIM,Restituição,37,63,14,0,25,"Relevanteen 
2 voluntários 
1 ministrador 
15 crianças"
07/12/2025 19:37:34,07/12/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Restituição ,SIM,Palavras Rhema ,33,58,14,5,26,
10/12/2025 20:02:07,10/12/2025,19:00:00,Culto,Culto de Quarta,Pra Ana Lúcia,Planejamento e Organização,SIM,Paz e Provisão,21,33,12,6,22,
14/12/2025 11:28:01,14/12/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Fórmulas mágicas ,SIM,Palavras Rhema ,37,49,27,06,22,Entre adultos e pastores 108
14/12/2025 17:46:00,14/12/2025,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson,Fórmulas Mágicas,SIM,Palavras Rhema,27,47,10,4,28,"RELEVANTEEN 
Ministros: Ezequiel
Voluntários: 1
Série: Mensagens de Esperança 
Tema: Esperança, Alegria e paz
TEENS: 14"
14/12/2025 19:55:32,14/12/2025,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Fórmulas Mágicas,SIM,Palavras Rhema,28,38,18,2,30,Kids 16
17/12/2025 21:14:02,17/12/2025,19:00:00,Culto,Culto de Quarta,Pastora Ana Lúcia ,Fé e Ação ,SIM,Paz e Provisão ,28,53,9,0,19,
21/12/2025 11:29:30,21/12/2025,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson,Hannukah,SIM,Maravilhosa Graça,31,62,16,4,21,
21/12/2025 17:49:01,21/12/2025,17:00:00,Culto,Outros,Bispo Clodoilson ,Gracas ,NÃO,,21,25,06,0,20,Entre adultos e pastores 66
21/12/2025 19:53:51,21/12/2025,19:00:00,Culto Especial,Culto de Celebração,Bispo Clodoilson ,Hanukkah Maravilhosa Graça ,NÃO,,18,38,15,3,22,
24/12/2025 19:47:26,24/12/2025,19:00:00,Culto,Culto de Quarta,Pr Carlos Canto,O código de Deus ,SIM,Palavras Rhema,10,20,5,0,13,
28/12/2025 11:33:51,28/12/2025,10:30:00,Culto,Culto de Celebração,Pastor Waldomiro ,Chamados pela graça ,SIM,Palavras Rhema ,30,65,19,4,26,
28/12/2025 18:07:11,28/12/2025,17:00:00,Culto,Culto de Celebração,Pra. Janister ,Chamados pela Graça ,SIM,Palavras Rhema,18,26,12,2,27,Teens 9
28/12/2025 20:01:24,28/12/2025,19:00:00,Culto,Culto de Celebração,Pr Janister,Chamados pela graça,SIM,Palavras Rhema,24,37,16,3,23,
04/01/2026 11:23:53,04/01/2026,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson,Maravilhas de Deus ,SIM,Deus de Maravilhas,38,62,14,11,22,
04/01/2026 18:02:29,04/01/2026,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson,DEUS DE MARAVILHAS ,SIM,Maravilhas de Deus ,37,65,14,6,27,
04/01/2026 19:57:44,04/01/2026,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Santa ceia ,SIM,Deus de maravilhas ,34,50,10,04,27,
07/01/2026 19:48:22,07/01/2026,19:00:00,Culto,Culto de Quarta,Bispo Clodoilson ,Segredo ms da Fé,NÃO,,33,45,21,4,25,Kids 17
11/01/2026 11:07:33,11/01/2026,10:30:00,Culto,Culto de Celebração,Pastora Ana Lucia,Ativando as ,SIM,Ano das maravilhas de Deus ,38,66,16,02,13,Entre adultos e pastores 127
11/01/2026 18:06:20,11/01/2026,17:00:00,Culto,Culto de Celebração,Pastora Ana Lúcia,Ativando as maravilhas,SIM,Deus de Maravilhas,24,47,17,5,28,Teen: 16
11/01/2026 20:00:57,11/01/2026,19:00:00,Culto,Culto de Celebração,Pra. Ana Lúcia ,Ativando Maravilhas,SIM,Deus de Maravilhas ,18,26,7,5,20,
14/01/2026 19:54:34,14/01/2026,19:00:00,Culto,Culto de Quarta,Pastora Marli,A fé que vence ,SIM,Segredos da fé ,31,45,11,6,22,
18/01/2026 11:33:52,18/01/2026,10:30:00,Culto,Culto de Celebração,Pra. Janister,Ativando Maravilhas,SIM,Deus de Maravilhas,27,64,17,11,21,
18/01/2026 17:42:50,18/01/2026,17:00:00,Culto,Culto de Celebração,Rafael ,Ativando maravilhas ,SIM,Deus de maravilhas ,42,71,17,5,23,"Relevanteen
Ministro: Igor
Voluntários: 2
Série: Favorecidos
Tema:O favor da fé 
Teens:20"
18/01/2026 19:46:07,18/01/2026,19:00:00,Culto,Culto de Celebração,Pastora Marly ,Ativando as maravilhas ,SIM,Ano das maravilhas de Deus ,25,39,18,03,23,Ente pastres e adultos 89
21/01/2026 20:01:59,21/01/2026,19:00:00,Culto,Culto de Quarta,Pra. Ana Lucia,A fé que agrada Deus,SIM,Segredos da fé,38,53,16,7,26,
25/01/2026 13:16:06,25/01/2026,10:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Ambientes de Maravilhas,SIM,Deus de Maravilhas ,30,68,17,7,32,Total de adultos: 130
25/01/2026 18:03:09,25/01/2026,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Ambientes de Maravilhas,SIM,Deus de Maravilhas ,34,50,18,1,22,
25/01/2026 19:54:39,25/01/2026,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson,Ambiente de Maravilhas,SIM,Maravilhas de Deus,20,41,15,1,24,
